Id,ActivityMinute,METs,Date
4445114986,2016-03-19 16:29:00,11,2016-03-19
4445114986,2016-03-19 16:30:00,11,2016-03-19
4445114986,2016-03-19 16:31:00,11,2016-03-19
4445114986,2016-03-19 16:32:00,11,2016-03-19
4445114986,2016-03-19 16:33:00,10,2016-03-19
4445114986,2016-03-19 16:34:00,11,2016-03-19
4445114986,2016-03-19 16:35:00,11,2016-03-19
4445114986,2016-03-19 16:36:00,11,2016-03-19
4445114986,2016-03-19 16:37:00,10,2016-03-19
4445114986,2016-03-19 16:38:00,26,2016-03-19
4445114986,2016-03-19 16:39:00,10,2016-03-19
4445114986,2016-03-19 16:40:00,11,2016-03-19
4445114986,2016-03-19 16:41:00,10,2016-03-19
4445114986,2016-03-19 16:42:00,10,2016-03-19
4445114986,2016-03-19 16:43:00,10,2016-03-19
4445114986,2016-03-19 16:44:00,10,2016-03-19
4445114986,2016-03-19 16:45:00,10,2016-03-19
4445114986,2016-03-19 16:46:00,10,2016-03-19
4445114986,2016-03-19 16:47:00,10,2016-03-19
4445114986,2016-03-19 16:48:00,11,2016-03-19
4445114986,2016-03-19 16:49:00,11,2016-03-19
4445114986,2016-03-19 16:50:00,11,2016-03-19
4445114986,2016-03-19 16:51:00,10,2016-03-19
4445114986,2016-03-19 16:52:00,10,2016-03-19
4445114986,2016-03-19 16:53:00,11,2016-03-19
4445114986,2016-03-19 16:54:00,28,2016-03-19
4445114986,2016-03-19 16:55:00,28,2016-03-19
4445114986,2016-03-19 16:56:00,32,2016-03-19
4445114986,2016-03-19 16:57:00,11,2016-03-19
4445114986,2016-03-19 16:58:00,11,2016-03-19
4445114986,2016-03-19 16:59:00,34,2016-03-19
4445114986,2016-03-19 17:00:00,24,2016-03-19
4445114986,2016-03-19 17:01:00,26,2016-03-19
4445114986,2016-03-19 17:02:00,11,2016-03-19
4445114986,2016-03-19 17:03:00,11,2016-03-19
4445114986,2016-03-19 17:04:00,24,2016-03-19
4445114986,2016-03-19 17:05:00,11,2016-03-19
4445114986,2016-03-19 17:06:00,11,2016-03-19
4445114986,2016-03-19 17:07:00,24,2016-03-19
4445114986,2016-03-19 17:08:00,28,2016-03-19
4445114986,2016-03-19 17:09:00,24,2016-03-19
4445114986,2016-03-19 17:10:00,11,2016-03-19
4445114986,2016-03-19 17:11:00,11,2016-03-19
4445114986,2016-03-19 17:12:00,28,2016-03-19
4445114986,2016-03-19 17:13:00,30,2016-03-19
4445114986,2016-03-19 17:14:00,11,2016-03-19
4445114986,2016-03-19 17:15:00,11,2016-03-19
4445114986,2016-03-19 17:16:00,28,2016-03-19
4445114986,2016-03-19 17:17:00,30,2016-03-19
4445114986,2016-03-19 17:18:00,26,2016-03-19
4445114986,2016-03-19 17:19:00,30,2016-03-19
4445114986,2016-03-19 17:20:00,32,2016-03-19
4445114986,2016-03-19 17:21:00,32,2016-03-19
4445114986,2016-03-19 17:22:00,11,2016-03-19
4445114986,2016-03-19 17:23:00,30,2016-03-19
4445114986,2016-03-19 17:24:00,11,2016-03-19
4445114986,2016-03-19 17:25:00,28,2016-03-19
4445114986,2016-03-19 17:26:00,26,2016-03-19
4445114986,2016-03-19 17:27:00,30,2016-03-19
4445114986,2016-03-19 17:28:00,42,2016-03-19
4445114986,2016-03-19 17:29:00,38,2016-03-19
4445114986,2016-03-19 17:30:00,34,2016-03-19
4445114986,2016-03-19 17:31:00,34,2016-03-19
4445114986,2016-03-19 17:32:00,28,2016-03-19
4445114986,2016-03-19 17:33:00,11,2016-03-19
4445114986,2016-03-19 17:34:00,11,2016-03-19
4445114986,2016-03-19 17:35:00,11,2016-03-19
4445114986,2016-03-19 17:36:00,11,2016-03-19
4445114986,2016-03-19 17:37:00,11,2016-03-19
4445114986,2016-03-19 17:38:00,11,2016-03-19
4445114986,2016-03-19 17:39:00,11,2016-03-19
4445114986,2016-03-19 17:40:00,11,2016-03-19
4445114986,2016-03-19 17:41:00,11,2016-03-19
4445114986,2016-03-19 17:42:00,11,2016-03-19
4445114986,2016-03-19 17:43:00,11,2016-03-19
4445114986,2016-03-19 17:44:00,11,2016-03-19
4445114986,2016-03-19 17:45:00,11,2016-03-19
4445114986,2016-03-19 17:46:00,11,2016-03-19
4445114986,2016-03-19 17:47:00,24,2016-03-19
4445114986,2016-03-19 17:48:00,11,2016-03-19
4445114986,2016-03-19 17:49:00,10,2016-03-19
4445114986,2016-03-19 17:50:00,10,2016-03-19
4445114986,2016-03-19 17:51:00,10,2016-03-19
4445114986,2016-03-19 17:52:00,11,2016-03-19
4445114986,2016-03-19 17:53:00,11,2016-03-19
4445114986,2016-03-19 17:54:00,24,2016-03-19
4445114986,2016-03-19 17:55:00,11,2016-03-19
4445114986,2016-03-19 17:56:00,11,2016-03-19
4445114986,2016-03-19 17:57:00,11,2016-03-19
4445114986,2016-03-19 17:58:00,10,2016-03-19
4445114986,2016-03-19 17:59:00,11,2016-03-19
4445114986,2016-03-19 18:00:00,10,2016-03-19
4445114986,2016-03-19 18:01:00,10,2016-03-19
4445114986,2016-03-19 18:02:00,11,2016-03-19
4445114986,2016-03-19 18:03:00,11,2016-03-19
4445114986,2016-03-19 18:04:00,11,2016-03-19
4445114986,2016-03-19 18:05:00,11,2016-03-19
4445114986,2016-03-19 18:06:00,11,2016-03-19
4445114986,2016-03-19 18:07:00,11,2016-03-19
4445114986,2016-03-19 18:08:00,34,2016-03-19
4445114986,2016-03-19 18:09:00,28,2016-03-19
4445114986,2016-03-19 18:10:00,11,2016-03-19
4445114986,2016-03-19 18:11:00,11,2016-03-19
4445114986,2016-03-19 18:12:00,11,2016-03-19
4445114986,2016-03-19 18:13:00,11,2016-03-19
4445114986,2016-03-19 18:14:00,11,2016-03-19
4445114986,2016-03-19 18:15:00,11,2016-03-19
4445114986,2016-03-19 18:16:00,30,2016-03-19
4445114986,2016-03-19 18:17:00,54,2016-03-19
4445114986,2016-03-19 18:18:00,30,2016-03-19
4445114986,2016-03-19 18:19:00,28,2016-03-19
4445114986,2016-03-19 18:20:00,38,2016-03-19
4445114986,2016-03-19 18:21:00,42,2016-03-19
4445114986,2016-03-19 18:22:00,26,2016-03-19
4445114986,2016-03-19 18:23:00,11,2016-03-19
4445114986,2016-03-19 18:24:00,11,2016-03-19
4445114986,2016-03-19 18:25:00,11,2016-03-19
4445114986,2016-03-19 18:26:00,11,2016-03-19
4445114986,2016-03-19 18:27:00,26,2016-03-19
4445114986,2016-03-19 18:28:00,11,2016-03-19
4445114986,2016-03-19 18:29:00,11,2016-03-19
4445114986,2016-03-19 18:30:00,26,2016-03-19
4445114986,2016-03-19 18:31:00,11,2016-03-19
4445114986,2016-03-19 18:32:00,11,2016-03-19
4445114986,2016-03-19 18:33:00,24,2016-03-19
4445114986,2016-03-19 18:34:00,24,2016-03-19
4445114986,2016-03-19 18:35:00,26,2016-03-19
4445114986,2016-03-19 18:36:00,11,2016-03-19
4445114986,2016-03-19 18:37:00,11,2016-03-19
4445114986,2016-03-19 18:38:00,11,2016-03-19
4445114986,2016-03-19 18:39:00,36,2016-03-19
4445114986,2016-03-19 18:40:00,66,2016-03-19
4445114986,2016-03-19 18:41:00,40,2016-03-19
4445114986,2016-03-19 18:42:00,34,2016-03-19
4445114986,2016-03-19 18:43:00,11,2016-03-19
4445114986,2016-03-19 18:44:00,26,2016-03-19
4445114986,2016-03-19 18:45:00,11,2016-03-19
4445114986,2016-03-19 18:46:00,11,2016-03-19
4445114986,2016-03-19 18:47:00,10,2016-03-19
4445114986,2016-03-19 18:48:00,11,2016-03-19
4445114986,2016-03-19 18:49:00,26,2016-03-19
4445114986,2016-03-19 18:50:00,26,2016-03-19
4445114986,2016-03-19 18:51:00,11,2016-03-19
4445114986,2016-03-19 18:52:00,11,2016-03-19
4445114986,2016-03-19 18:53:00,11,2016-03-19
4445114986,2016-03-19 18:54:00,11,2016-03-19
4445114986,2016-03-19 18:55:00,10,2016-03-19
4445114986,2016-03-19 18:56:00,10,2016-03-19
4445114986,2016-03-19 18:57:00,11,2016-03-19
4445114986,2016-03-19 18:58:00,10,2016-03-19
4445114986,2016-03-19 18:59:00,11,2016-03-19
4445114986,2016-03-19 19:00:00,11,2016-03-19
4445114986,2016-03-19 19:01:00,10,2016-03-19
4445114986,2016-03-19 19:02:00,11,2016-03-19
4445114986,2016-03-19 19:03:00,11,2016-03-19
4445114986,2016-03-19 19:04:00,11,2016-03-19
4445114986,2016-03-19 19:05:00,10,2016-03-19
4445114986,2016-03-19 19:06:00,11,2016-03-19
4445114986,2016-03-19 19:07:00,11,2016-03-19
4445114986,2016-03-19 19:08:00,11,2016-03-19
4445114986,2016-03-19 19:09:00,11,2016-03-19
4445114986,2016-03-19 19:10:00,10,2016-03-19
4445114986,2016-03-19 19:11:00,11,2016-03-19
4445114986,2016-03-19 19:12:00,11,2016-03-19
4445114986,2016-03-19 19:13:00,11,2016-03-19
4445114986,2016-03-19 19:14:00,11,2016-03-19
4445114986,2016-03-19 19:15:00,10,2016-03-19
4445114986,2016-03-19 19:16:00,10,2016-03-19
4445114986,2016-03-19 19:17:00,10,2016-03-19
4445114986,2016-03-19 19:18:00,11,2016-03-19
4445114986,2016-03-19 19:19:00,10,2016-03-19
4445114986,2016-03-19 19:20:00,10,2016-03-19
4445114986,2016-03-19 19:21:00,11,2016-03-19
4445114986,2016-03-19 19:22:00,11,2016-03-19
4445114986,2016-03-19 19:23:00,11,2016-03-19
4445114986,2016-03-19 19:24:00,11,2016-03-19
4445114986,2016-03-19 19:25:00,11,2016-03-19
4445114986,2016-03-19 19:26:00,11,2016-03-19
4445114986,2016-03-19 19:27:00,11,2016-03-19
4445114986,2016-03-19 19:28:00,11,2016-03-19
4445114986,2016-03-19 19:29:00,24,2016-03-19
4445114986,2016-03-19 19:30:00,11,2016-03-19
4445114986,2016-03-19 19:31:00,10,2016-03-19
4445114986,2016-03-19 19:32:00,11,2016-03-19
4445114986,2016-03-19 19:33:00,10,2016-03-19
4445114986,2016-03-19 19:34:00,11,2016-03-19
4445114986,2016-03-19 19:35:00,11,2016-03-19
4445114986,2016-03-19 19:36:00,11,2016-03-19
4445114986,2016-03-19 19:37:00,10,2016-03-19
4445114986,2016-03-19 19:38:00,11,2016-03-19
4445114986,2016-03-19 19:39:00,11,2016-03-19
4445114986,2016-03-19 19:40:00,11,2016-03-19
4445114986,2016-03-19 19:41:00,11,2016-03-19
4445114986,2016-03-19 19:42:00,11,2016-03-19
4445114986,2016-03-19 19:43:00,11,2016-03-19
4445114986,2016-03-19 19:44:00,10,2016-03-19
4445114986,2016-03-19 19:45:00,10,2016-03-19
4445114986,2016-03-19 19:46:00,10,2016-03-19
4445114986,2016-03-19 19:47:00,11,2016-03-19
4445114986,2016-03-19 19:48:00,10,2016-03-19
4445114986,2016-03-19 19:49:00,11,2016-03-19
4445114986,2016-03-19 19:50:00,11,2016-03-19
4445114986,2016-03-19 19:51:00,11,2016-03-19
4445114986,2016-03-19 19:52:00,10,2016-03-19
4445114986,2016-03-19 19:53:00,10,2016-03-19
4445114986,2016-03-19 19:54:00,10,2016-03-19
4445114986,2016-03-19 19:55:00,11,2016-03-19
4445114986,2016-03-19 19:56:00,11,2016-03-19
4445114986,2016-03-19 19:57:00,11,2016-03-19
4445114986,2016-03-19 19:58:00,10,2016-03-19
4445114986,2016-03-19 19:59:00,11,2016-03-19
4445114986,2016-03-19 20:00:00,11,2016-03-19
4445114986,2016-03-19 20:01:00,11,2016-03-19
4445114986,2016-03-19 20:02:00,42,2016-03-19
4445114986,2016-03-19 20:03:00,42,2016-03-19
4445114986,2016-03-19 20:04:00,11,2016-03-19
4445114986,2016-03-19 20:05:00,11,2016-03-19
4445114986,2016-03-19 20:06:00,11,2016-03-19
4445114986,2016-03-19 20:07:00,10,2016-03-19
4445114986,2016-03-19 20:08:00,11,2016-03-19
4445114986,2016-03-19 20:09:00,24,2016-03-19
4445114986,2016-03-19 20:10:00,11,2016-03-19
4445114986,2016-03-19 20:11:00,10,2016-03-19
4445114986,2016-03-19 20:12:00,11,2016-03-19
4445114986,2016-03-19 20:13:00,11,2016-03-19
4445114986,2016-03-19 20:14:00,11,2016-03-19
4445114986,2016-03-19 20:15:00,10,2016-03-19
4445114986,2016-03-19 20:16:00,10,2016-03-19
4445114986,2016-03-19 20:17:00,11,2016-03-19
4445114986,2016-03-19 20:18:00,11,2016-03-19
4445114986,2016-03-19 20:19:00,10,2016-03-19
4445114986,2016-03-19 20:20:00,11,2016-03-19
4445114986,2016-03-19 20:21:00,11,2016-03-19
4445114986,2016-03-19 20:22:00,10,2016-03-19
4445114986,2016-03-19 20:23:00,11,2016-03-19
4445114986,2016-03-19 20:24:00,11,2016-03-19
4445114986,2016-03-19 20:25:00,11,2016-03-19
4445114986,2016-03-19 20:26:00,11,2016-03-19
4445114986,2016-03-19 20:27:00,10,2016-03-19
4445114986,2016-03-19 20:28:00,11,2016-03-19
4445114986,2016-03-19 20:29:00,11,2016-03-19
4445114986,2016-03-19 20:30:00,11,2016-03-19
4445114986,2016-03-19 20:31:00,11,2016-03-19
4445114986,2016-03-19 20:32:00,11,2016-03-19
4445114986,2016-03-19 20:33:00,11,2016-03-19
4445114986,2016-03-19 20:34:00,11,2016-03-19
4445114986,2016-03-19 20:35:00,11,2016-03-19
4445114986,2016-03-19 20:36:00,11,2016-03-19
4445114986,2016-03-19 20:37:00,11,2016-03-19
4445114986,2016-03-19 20:38:00,11,2016-03-19
4445114986,2016-03-19 20:39:00,11,2016-03-19
4445114986,2016-03-19 20:40:00,10,2016-03-19
4445114986,2016-03-19 20:41:00,11,2016-03-19
4445114986,2016-03-19 20:42:00,11,2016-03-19
4445114986,2016-03-19 20:43:00,26,2016-03-19
4445114986,2016-03-19 20:44:00,11,2016-03-19
4445114986,2016-03-19 20:45:00,11,2016-03-19
4445114986,2016-03-19 20:46:00,11,2016-03-19
4445114986,2016-03-19 20:47:00,11,2016-03-19
4445114986,2016-03-19 20:48:00,36,2016-03-19
4445114986,2016-03-19 20:49:00,11,2016-03-19
4445114986,2016-03-19 20:50:00,28,2016-03-19
4445114986,2016-03-19 20:51:00,11,2016-03-19
4445114986,2016-03-19 20:52:00,11,2016-03-19
4445114986,2016-03-19 20:53:00,11,2016-03-19
4445114986,2016-03-19 20:54:00,11,2016-03-19
4445114986,2016-03-19 20:55:00,11,2016-03-19
4445114986,2016-03-19 20:56:00,10,2016-03-19
4445114986,2016-03-19 20:57:00,10,2016-03-19
4445114986,2016-03-19 20:58:00,10,2016-03-19
4445114986,2016-03-19 20:59:00,10,2016-03-19
4445114986,2016-03-19 21:00:00,11,2016-03-19
4445114986,2016-03-19 21:01:00,11,2016-03-19
4445114986,2016-03-19 21:02:00,11,2016-03-19
4445114986,2016-03-19 21:03:00,10,2016-03-19
4445114986,2016-03-19 21:04:00,26,2016-03-19
4445114986,2016-03-19 21:05:00,11,2016-03-19
4445114986,2016-03-19 21:06:00,11,2016-03-19
4445114986,2016-03-19 21:07:00,11,2016-03-19
4445114986,2016-03-19 21:08:00,34,2016-03-19
4445114986,2016-03-19 21:09:00,34,2016-03-19
4445114986,2016-03-19 21:10:00,11,2016-03-19
4445114986,2016-03-19 21:11:00,11,2016-03-19
4445114986,2016-03-19 21:12:00,11,2016-03-19
4445114986,2016-03-19 21:13:00,11,2016-03-19
4445114986,2016-03-19 21:14:00,11,2016-03-19
4445114986,2016-03-19 21:15:00,11,2016-03-19
4445114986,2016-03-19 21:16:00,11,2016-03-19
4445114986,2016-03-19 21:17:00,11,2016-03-19
4445114986,2016-03-19 21:18:00,11,2016-03-19
4445114986,2016-03-19 21:19:00,11,2016-03-19
4445114986,2016-03-19 21:20:00,11,2016-03-19
4445114986,2016-03-19 21:21:00,11,2016-03-19
4445114986,2016-03-19 21:22:00,11,2016-03-19
4445114986,2016-03-19 21:23:00,11,2016-03-19
4445114986,2016-03-19 21:24:00,24,2016-03-19
4445114986,2016-03-19 21:25:00,11,2016-03-19
4445114986,2016-03-19 21:26:00,11,2016-03-19
4445114986,2016-03-19 21:27:00,11,2016-03-19
4445114986,2016-03-19 21:28:00,11,2016-03-19
4445114986,2016-03-19 21:29:00,11,2016-03-19
4445114986,2016-03-19 21:30:00,11,2016-03-19
4445114986,2016-03-19 21:31:00,11,2016-03-19
4445114986,2016-03-19 21:32:00,11,2016-03-19
4445114986,2016-03-19 21:33:00,11,2016-03-19
4445114986,2016-03-19 21:34:00,11,2016-03-19
4445114986,2016-03-19 21:35:00,11,2016-03-19
4445114986,2016-03-19 21:36:00,11,2016-03-19
4445114986,2016-03-19 21:37:00,11,2016-03-19
4445114986,2016-03-19 21:38:00,11,2016-03-19
4445114986,2016-03-19 21:39:00,11,2016-03-19
4445114986,2016-03-19 21:40:00,11,2016-03-19
4445114986,2016-03-19 21:41:00,11,2016-03-19
4445114986,2016-03-19 21:42:00,11,2016-03-19
4445114986,2016-03-19 21:43:00,11,2016-03-19
4445114986,2016-03-19 21:44:00,11,2016-03-19
4445114986,2016-03-19 21:45:00,11,2016-03-19
4445114986,2016-03-19 21:46:00,11,2016-03-19
4445114986,2016-03-19 21:47:00,11,2016-03-19
4445114986,2016-03-19 21:48:00,11,2016-03-19
4445114986,2016-03-19 21:49:00,11,2016-03-19
4445114986,2016-03-19 21:50:00,11,2016-03-19
4445114986,2016-03-19 21:51:00,26,2016-03-19
4445114986,2016-03-19 21:52:00,11,2016-03-19
4445114986,2016-03-19 21:53:00,30,2016-03-19
4445114986,2016-03-19 21:54:00,26,2016-03-19
4445114986,2016-03-19 21:55:00,11,2016-03-19
4445114986,2016-03-19 21:56:00,10,2016-03-19
4445114986,2016-03-19 21:57:00,11,2016-03-19
4445114986,2016-03-19 21:58:00,24,2016-03-19
4445114986,2016-03-19 21:59:00,11,2016-03-19
4445114986,2016-03-19 22:00:00,11,2016-03-19
4445114986,2016-03-19 22:01:00,11,2016-03-19
4445114986,2016-03-19 22:02:00,11,2016-03-19
4445114986,2016-03-19 22:03:00,11,2016-03-19
4445114986,2016-03-19 22:04:00,10,2016-03-19
4445114986,2016-03-19 22:05:00,11,2016-03-19
4445114986,2016-03-19 22:06:00,11,2016-03-19
4445114986,2016-03-19 22:07:00,11,2016-03-19
4445114986,2016-03-19 22:08:00,28,2016-03-19
4445114986,2016-03-19 22:09:00,11,2016-03-19
4445114986,2016-03-19 22:10:00,11,2016-03-19
4445114986,2016-03-19 22:11:00,24,2016-03-19
4445114986,2016-03-19 22:12:00,11,2016-03-19
4445114986,2016-03-19 22:13:00,10,2016-03-19
4445114986,2016-03-19 22:14:00,10,2016-03-19
4445114986,2016-03-19 22:15:00,10,2016-03-19
4445114986,2016-03-19 22:16:00,10,2016-03-19
4445114986,2016-03-19 22:17:00,10,2016-03-19
4445114986,2016-03-19 22:18:00,26,2016-03-19
4445114986,2016-03-19 22:19:00,11,2016-03-19
4445114986,2016-03-19 22:20:00,11,2016-03-19
4445114986,2016-03-19 22:21:00,11,2016-03-19
4445114986,2016-03-19 22:22:00,11,2016-03-19
4445114986,2016-03-19 22:23:00,32,2016-03-19
4445114986,2016-03-19 22:24:00,30,2016-03-19
4445114986,2016-03-19 22:25:00,26,2016-03-19
4445114986,2016-03-19 22:26:00,30,2016-03-19
4445114986,2016-03-19 22:27:00,11,2016-03-19
4445114986,2016-03-19 22:28:00,10,2016-03-19
4445114986,2016-03-19 22:29:00,11,2016-03-19
4445114986,2016-03-19 22:30:00,10,2016-03-19
4445114986,2016-03-19 22:31:00,10,2016-03-19
4445114986,2016-03-19 22:32:00,11,2016-03-19
4445114986,2016-03-19 22:33:00,11,2016-03-19
4445114986,2016-03-19 22:34:00,10,2016-03-19
4445114986,2016-03-19 22:35:00,11,2016-03-19
4445114986,2016-03-19 22:36:00,11,2016-03-19
4445114986,2016-03-19 22:37:00,10,2016-03-19
4445114986,2016-03-19 22:38:00,11,2016-03-19
4445114986,2016-03-19 22:39:00,11,2016-03-19
4445114986,2016-03-19 22:40:00,11,2016-03-19
4445114986,2016-03-19 22:41:00,11,2016-03-19
4445114986,2016-03-19 22:42:00,11,2016-03-19
4445114986,2016-03-19 22:43:00,11,2016-03-19
4445114986,2016-03-19 22:44:00,11,2016-03-19
4445114986,2016-03-19 22:45:00,11,2016-03-19
4445114986,2016-03-19 22:46:00,11,2016-03-19
4445114986,2016-03-19 22:47:00,11,2016-03-19
4445114986,2016-03-19 22:48:00,11,2016-03-19
4445114986,2016-03-19 22:49:00,11,2016-03-19
4445114986,2016-03-19 22:50:00,11,2016-03-19
4445114986,2016-03-19 22:51:00,26,2016-03-19
4445114986,2016-03-19 22:52:00,26,2016-03-19
4445114986,2016-03-19 22:53:00,11,2016-03-19
4445114986,2016-03-19 22:54:00,26,2016-03-19
4445114986,2016-03-19 22:55:00,32,2016-03-19
4445114986,2016-03-19 22:56:00,11,2016-03-19
4445114986,2016-03-19 22:57:00,26,2016-03-19
4445114986,2016-03-19 22:58:00,11,2016-03-19
4445114986,2016-03-19 22:59:00,10,2016-03-19
4445114986,2016-03-19 23:00:00,11,2016-03-19
4445114986,2016-03-19 23:01:00,11,2016-03-19
4445114986,2016-03-19 23:02:00,11,2016-03-19
4445114986,2016-03-19 23:03:00,26,2016-03-19
4445114986,2016-03-19 23:04:00,11,2016-03-19
4445114986,2016-03-19 23:05:00,11,2016-03-19
4445114986,2016-03-19 23:06:00,11,2016-03-19
4445114986,2016-03-19 23:07:00,11,2016-03-19
4445114986,2016-03-19 23:08:00,11,2016-03-19
4445114986,2016-03-19 23:09:00,11,2016-03-19
4445114986,2016-03-19 23:10:00,28,2016-03-19
4445114986,2016-03-19 23:11:00,11,2016-03-19
4445114986,2016-03-19 23:12:00,11,2016-03-19
4445114986,2016-03-19 23:13:00,11,2016-03-19
4445114986,2016-03-19 23:14:00,28,2016-03-19
4445114986,2016-03-19 23:15:00,11,2016-03-19
4445114986,2016-03-19 23:16:00,11,2016-03-19
4445114986,2016-03-19 23:17:00,28,2016-03-19
4445114986,2016-03-19 23:18:00,11,2016-03-19
4445114986,2016-03-19 23:19:00,11,2016-03-19
4445114986,2016-03-19 23:20:00,11,2016-03-19
4445114986,2016-03-19 23:21:00,10,2016-03-19
4445114986,2016-03-19 23:22:00,11,2016-03-19
4445114986,2016-03-19 23:23:00,24,2016-03-19
4445114986,2016-03-19 23:24:00,11,2016-03-19
4445114986,2016-03-19 23:25:00,11,2016-03-19
4445114986,2016-03-19 23:26:00,10,2016-03-19
4445114986,2016-03-19 23:27:00,11,2016-03-19
4445114986,2016-03-19 23:28:00,11,2016-03-19
4445114986,2016-03-19 23:29:00,11,2016-03-19
4445114986,2016-03-19 23:30:00,26,2016-03-19
4445114986,2016-03-19 23:31:00,11,2016-03-19
4445114986,2016-03-19 23:32:00,11,2016-03-19
4445114986,2016-03-19 23:33:00,34,2016-03-19
4445114986,2016-03-19 23:34:00,28,2016-03-19
4445114986,2016-03-19 23:35:00,30,2016-03-19
4445114986,2016-03-19 23:36:00,26,2016-03-19
4445114986,2016-03-19 23:37:00,11,2016-03-19
4445114986,2016-03-19 23:38:00,26,2016-03-19
4445114986,2016-03-19 23:39:00,11,2016-03-19
4445114986,2016-03-19 23:40:00,11,2016-03-19
4445114986,2016-03-19 23:41:00,11,2016-03-19
4445114986,2016-03-19 23:42:00,11,2016-03-19
4445114986,2016-03-19 23:43:00,34,2016-03-19
4445114986,2016-03-19 23:44:00,11,2016-03-19
4445114986,2016-03-19 23:45:00,10,2016-03-19
4445114986,2016-03-19 23:46:00,11,2016-03-19
4445114986,2016-03-19 23:47:00,11,2016-03-19
4445114986,2016-03-19 23:48:00,11,2016-03-19
4445114986,2016-03-19 23:49:00,11,2016-03-19
4445114986,2016-03-19 23:50:00,10,2016-03-19
4445114986,2016-03-19 23:51:00,11,2016-03-19
4445114986,2016-03-19 23:52:00,11,2016-03-19
4445114986,2016-03-19 23:53:00,26,2016-03-19
4445114986,2016-03-19 23:54:00,11,2016-03-19
4445114986,2016-03-19 23:55:00,11,2016-03-19
4445114986,2016-03-19 23:56:00,11,2016-03-19
4445114986,2016-03-19 23:57:00,10,2016-03-19
4445114986,2016-03-19 23:58:00,10,2016-03-19
4445114986,2016-03-19 23:59:00,10,2016-03-19
4558609924,2016-03-19 00:00:00,10,2016-03-19
4558609924,2016-03-19 00:01:00,10,2016-03-19
4558609924,2016-03-19 00:02:00,10,2016-03-19
4558609924,2016-03-19 00:03:00,10,2016-03-19
4558609924,2016-03-19 00:04:00,10,2016-03-19
4558609924,2016-03-19 00:05:00,10,2016-03-19
4558609924,2016-03-19 00:06:00,10,2016-03-19
4558609924,2016-03-19 00:07:00,10,2016-03-19
4558609924,2016-03-19 00:08:00,10,2016-03-19
4558609924,2016-03-19 00:09:00,10,2016-03-19
4558609924,2016-03-19 00:10:00,10,2016-03-19
4558609924,2016-03-19 00:11:00,10,2016-03-19
4558609924,2016-03-19 00:12:00,10,2016-03-19
4558609924,2016-03-19 00:13:00,10,2016-03-19
4558609924,2016-03-19 00:14:00,10,2016-03-19
4558609924,2016-03-19 00:15:00,10,2016-03-19
4558609924,2016-03-19 00:16:00,10,2016-03-19
4558609924,2016-03-19 00:17:00,10,2016-03-19
4558609924,2016-03-19 00:18:00,10,2016-03-19
4558609924,2016-03-19 00:19:00,10,2016-03-19
4558609924,2016-03-19 00:20:00,10,2016-03-19
4558609924,2016-03-19 00:21:00,10,2016-03-19
4558609924,2016-03-19 00:22:00,10,2016-03-19
4558609924,2016-03-19 00:23:00,10,2016-03-19
4558609924,2016-03-19 00:24:00,10,2016-03-19
4558609924,2016-03-19 00:25:00,10,2016-03-19
4558609924,2016-03-19 00:26:00,10,2016-03-19
4558609924,2016-03-19 00:27:00,10,2016-03-19
4558609924,2016-03-19 00:28:00,10,2016-03-19
4558609924,2016-03-19 00:29:00,10,2016-03-19
4558609924,2016-03-19 00:30:00,10,2016-03-19
4558609924,2016-03-19 00:31:00,10,2016-03-19
