Id,ActivityMinute,Calories,Date
4388161847,2016-04-28 04:16:00,3.13032007217407,2016-04-28
4388161847,2016-04-28 04:17:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:18:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:19:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:20:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:21:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:22:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:23:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:24:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:25:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:26:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:27:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:28:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:29:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:30:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:31:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:32:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:33:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:34:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:35:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:36:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:37:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:38:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:39:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:40:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:41:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:42:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:43:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:44:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:45:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:46:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:47:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:48:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:49:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:50:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:51:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:52:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:53:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:54:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:55:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:56:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:57:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:58:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 04:59:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 05:00:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 05:01:00,4.17375993728638,2016-04-28
4388161847,2016-04-28 05:02:00,3.13032007217407,2016-04-28
4388161847,2016-04-28 05:03:00,7.56493997573853,2016-04-28
4388161847,2016-04-28 05:04:00,6.26064014434814,2016-04-28
4388161847,2016-04-28 05:05:00,4.69547986984253,2016-04-28
4388161847,2016-04-28 05:06:00,3.9128999710083,2016-04-28
4388161847,2016-04-28 05:07:00,3.65204000473022,2016-04-28
4388161847,2016-04-28 05:08:00,3.65204000473022,2016-04-28
4388161847,2016-04-28 05:09:00,3.39118003845215,2016-04-28
4388161847,2016-04-28 05:10:00,3.39118003845215,2016-04-28
4388161847,2016-04-28 05:11:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 05:12:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 05:13:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 05:14:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 05:15:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 05:16:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 05:17:00,1.434730052948,2016-04-28
4388161847,2016-04-28 05:18:00,1.434730052948,2016-04-28
4388161847,2016-04-28 05:19:00,3.65204000473022,2016-04-28
4388161847,2016-04-28 05:20:00,3.39118003845215,2016-04-28
4388161847,2016-04-28 05:21:00,3.65204000473022,2016-04-28
4388161847,2016-04-28 05:22:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 05:23:00,3.65204000473022,2016-04-28
4388161847,2016-04-28 05:24:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 05:25:00,3.65204000473022,2016-04-28
4388161847,2016-04-28 05:26:00,4.17375993728638,2016-04-28
4388161847,2016-04-28 05:27:00,3.65204000473022,2016-04-28
4388161847,2016-04-28 05:28:00,3.65204000473022,2016-04-28
4388161847,2016-04-28 05:29:00,3.39118003845215,2016-04-28
4388161847,2016-04-28 05:30:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 05:31:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 05:32:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 05:33:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 05:34:00,4.17375993728638,2016-04-28
4388161847,2016-04-28 05:35:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 05:36:00,1.434730052948,2016-04-28
4388161847,2016-04-28 05:37:00,4.17375993728638,2016-04-28
4388161847,2016-04-28 05:38:00,4.17375993728638,2016-04-28
4388161847,2016-04-28 05:39:00,4.17375993728638,2016-04-28
4388161847,2016-04-28 05:40:00,1.434730052948,2016-04-28
4388161847,2016-04-28 05:41:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 05:42:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 05:43:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 05:44:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 05:45:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 05:46:00,3.9128999710083,2016-04-28
4388161847,2016-04-28 05:47:00,3.9128999710083,2016-04-28
4388161847,2016-04-28 05:48:00,5.47805976867676,2016-04-28
4388161847,2016-04-28 05:49:00,8.86923980712891,2016-04-28
4388161847,2016-04-28 05:50:00,6.52150011062622,2016-04-28
4388161847,2016-04-28 05:51:00,5.73892021179199,2016-04-28
4388161847,2016-04-28 05:52:00,8.34751987457275,2016-04-28
4388161847,2016-04-28 05:53:00,8.08666038513184,2016-04-28
4388161847,2016-04-28 05:54:00,8.86923980712891,2016-04-28
4388161847,2016-04-28 05:55:00,8.86923980712891,2016-04-28
4388161847,2016-04-28 05:56:00,5.73892021179199,2016-04-28
4388161847,2016-04-28 05:57:00,7.8257999420166,2016-04-28
4388161847,2016-04-28 05:58:00,7.30408000946045,2016-04-28
4388161847,2016-04-28 05:59:00,10.4343996047974,2016-04-28
4388161847,2016-04-28 06:00:00,9.91267967224121,2016-04-28
4388161847,2016-04-28 06:01:00,9.39095973968506,2016-04-28
4388161847,2016-04-28 06:02:00,10.4343996047974,2016-04-28
4388161847,2016-04-28 06:03:00,7.04322004318237,2016-04-28
4388161847,2016-04-28 06:04:00,8.60838031768799,2016-04-28
4388161847,2016-04-28 06:05:00,8.86923980712891,2016-04-28
4388161847,2016-04-28 06:06:00,8.86923980712891,2016-04-28
4388161847,2016-04-28 06:07:00,8.08666038513184,2016-04-28
4388161847,2016-04-28 06:08:00,7.04322004318237,2016-04-28
4388161847,2016-04-28 06:09:00,9.39095973968506,2016-04-28
4388161847,2016-04-28 06:10:00,8.34751987457275,2016-04-28
4388161847,2016-04-28 06:11:00,8.34751987457275,2016-04-28
4388161847,2016-04-28 06:12:00,6.7823600769043,2016-04-28
4388161847,2016-04-28 06:13:00,7.56493997573853,2016-04-28
4388161847,2016-04-28 06:14:00,8.86923980712891,2016-04-28
4388161847,2016-04-28 06:15:00,10.4343996047974,2016-04-28
4388161847,2016-04-28 06:16:00,7.30408000946045,2016-04-28
4388161847,2016-04-28 06:17:00,5.47805976867676,2016-04-28
4388161847,2016-04-28 06:18:00,5.21719980239868,2016-04-28
4388161847,2016-04-28 06:19:00,3.9128999710083,2016-04-28
4388161847,2016-04-28 06:20:00,3.65204000473022,2016-04-28
4388161847,2016-04-28 06:21:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 06:22:00,3.65204000473022,2016-04-28
4388161847,2016-04-28 06:23:00,4.95633983612061,2016-04-28
4388161847,2016-04-28 06:24:00,5.73892021179199,2016-04-28
4388161847,2016-04-28 06:25:00,4.56505012512207,2016-04-28
4388161847,2016-04-28 06:26:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 06:27:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 06:28:00,1.434730052948,2016-04-28
4388161847,2016-04-28 06:29:00,6.7823600769043,2016-04-28
4388161847,2016-04-28 06:30:00,7.04322004318237,2016-04-28
4388161847,2016-04-28 06:31:00,7.30408000946045,2016-04-28
4388161847,2016-04-28 06:32:00,5.73892021179199,2016-04-28
4388161847,2016-04-28 06:33:00,4.95633983612061,2016-04-28
4388161847,2016-04-28 06:34:00,1.95644998550415,2016-04-28
4388161847,2016-04-28 06:35:00,4.95633983612061,2016-04-28
4388161847,2016-04-28 06:36:00,4.95633983612061,2016-04-28
4388161847,2016-04-28 06:37:00,5.47805976867676,2016-04-28
4388161847,2016-04-28 06:38:00,4.69547986984253,2016-04-28
4388161847,2016-04-28 06:39:00,3.9128999710083,2016-04-28
4388161847,2016-04-28 06:40:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 06:41:00,1.434730052948,2016-04-28
4388161847,2016-04-28 06:42:00,1.434730052948,2016-04-28
4388161847,2016-04-28 06:43:00,1.434730052948,2016-04-28
4388161847,2016-04-28 06:44:00,1.434730052948,2016-04-28
4388161847,2016-04-28 06:45:00,1.434730052948,2016-04-28
4388161847,2016-04-28 06:46:00,1.434730052948,2016-04-28
4388161847,2016-04-28 06:47:00,1.434730052948,2016-04-28
4388161847,2016-04-28 06:48:00,1.434730052948,2016-04-28
4388161847,2016-04-28 06:49:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 06:50:00,1.434730052948,2016-04-28
4388161847,2016-04-28 06:51:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 06:52:00,1.434730052948,2016-04-28
4388161847,2016-04-28 06:53:00,1.434730052948,2016-04-28
4388161847,2016-04-28 06:54:00,1.434730052948,2016-04-28
4388161847,2016-04-28 06:55:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 06:56:00,3.39118003845215,2016-04-28
4388161847,2016-04-28 06:57:00,3.39118003845215,2016-04-28
4388161847,2016-04-28 06:58:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 06:59:00,8.08666038513184,2016-04-28
4388161847,2016-04-28 07:00:00,8.86923980712891,2016-04-28
4388161847,2016-04-28 07:01:00,8.86923980712891,2016-04-28
4388161847,2016-04-28 07:02:00,8.86923980712891,2016-04-28
4388161847,2016-04-28 07:03:00,4.95633983612061,2016-04-28
4388161847,2016-04-28 07:04:00,6.7823600769043,2016-04-28
4388161847,2016-04-28 07:05:00,4.17375993728638,2016-04-28
4388161847,2016-04-28 07:06:00,3.9128999710083,2016-04-28
4388161847,2016-04-28 07:07:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 07:08:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 07:09:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 07:10:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 07:11:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 07:12:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 07:13:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 07:14:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 07:15:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 07:16:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 07:17:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 07:18:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 07:19:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 07:20:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 07:21:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 07:22:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 07:23:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 07:24:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 07:25:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 07:26:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 07:27:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 07:28:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 07:29:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 07:30:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 07:31:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 07:32:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 07:33:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 07:34:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 07:35:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 07:36:00,3.65204000473022,2016-04-28
4388161847,2016-04-28 07:37:00,5.73892021179199,2016-04-28
4388161847,2016-04-28 07:38:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 07:39:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 07:40:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 07:41:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 07:42:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 07:43:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 07:44:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 07:45:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 07:46:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 07:47:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 07:48:00,5.47805976867676,2016-04-28
4388161847,2016-04-28 07:49:00,4.43461990356445,2016-04-28
4388161847,2016-04-28 07:50:00,6.52150011062622,2016-04-28
4388161847,2016-04-28 07:51:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 07:52:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 07:53:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 07:54:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 07:55:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 07:56:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 07:57:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 07:58:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 07:59:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 08:00:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 08:01:00,1.434730052948,2016-04-28
4388161847,2016-04-28 08:02:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 08:03:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 08:04:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 08:05:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 08:06:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 08:07:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 08:08:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 08:09:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 08:10:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 08:11:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 08:12:00,1.434730052948,2016-04-28
4388161847,2016-04-28 08:13:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 08:14:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 08:15:00,1.434730052948,2016-04-28
4388161847,2016-04-28 08:16:00,1.434730052948,2016-04-28
4388161847,2016-04-28 08:17:00,1.434730052948,2016-04-28
4388161847,2016-04-28 08:18:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 08:19:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 08:20:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 08:21:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 08:22:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 08:23:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 08:24:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 08:25:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 08:26:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 08:27:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 08:28:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 08:29:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 08:30:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 08:31:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 08:32:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 08:33:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 08:34:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 08:35:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 08:36:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 08:37:00,4.95633983612061,2016-04-28
4388161847,2016-04-28 08:38:00,3.9128999710083,2016-04-28
4388161847,2016-04-28 08:39:00,6.52150011062622,2016-04-28
4388161847,2016-04-28 08:40:00,5.21719980239868,2016-04-28
4388161847,2016-04-28 08:41:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 08:42:00,1.434730052948,2016-04-28
4388161847,2016-04-28 08:43:00,1.434730052948,2016-04-28
4388161847,2016-04-28 08:44:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 08:45:00,1.434730052948,2016-04-28
4388161847,2016-04-28 08:46:00,1.434730052948,2016-04-28
4388161847,2016-04-28 08:47:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 08:48:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 08:49:00,3.39118003845215,2016-04-28
4388161847,2016-04-28 08:50:00,6.26064014434814,2016-04-28
4388161847,2016-04-28 08:51:00,3.39118003845215,2016-04-28
4388161847,2016-04-28 08:52:00,1.434730052948,2016-04-28
4388161847,2016-04-28 08:53:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 08:54:00,1.434730052948,2016-04-28
4388161847,2016-04-28 08:55:00,3.13032007217407,2016-04-28
4388161847,2016-04-28 08:56:00,1.434730052948,2016-04-28
4388161847,2016-04-28 08:57:00,1.434730052948,2016-04-28
4388161847,2016-04-28 08:58:00,1.434730052948,2016-04-28
4388161847,2016-04-28 08:59:00,1.434730052948,2016-04-28
4388161847,2016-04-28 09:00:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 09:01:00,3.13032007217407,2016-04-28
4388161847,2016-04-28 09:02:00,3.39118003845215,2016-04-28
4388161847,2016-04-28 09:03:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 09:04:00,1.434730052948,2016-04-28
4388161847,2016-04-28 09:05:00,1.434730052948,2016-04-28
4388161847,2016-04-28 09:06:00,1.434730052948,2016-04-28
4388161847,2016-04-28 09:07:00,1.434730052948,2016-04-28
4388161847,2016-04-28 09:08:00,1.434730052948,2016-04-28
4388161847,2016-04-28 09:09:00,1.434730052948,2016-04-28
4388161847,2016-04-28 09:10:00,1.434730052948,2016-04-28
4388161847,2016-04-28 09:11:00,1.434730052948,2016-04-28
4388161847,2016-04-28 09:12:00,1.434730052948,2016-04-28
4388161847,2016-04-28 09:13:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 09:14:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 09:15:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 09:16:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 09:17:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 09:18:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 09:19:00,3.13032007217407,2016-04-28
4388161847,2016-04-28 09:20:00,1.434730052948,2016-04-28
4388161847,2016-04-28 09:21:00,1.434730052948,2016-04-28
4388161847,2016-04-28 09:22:00,1.434730052948,2016-04-28
4388161847,2016-04-28 09:23:00,1.434730052948,2016-04-28
4388161847,2016-04-28 09:24:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 09:25:00,1.434730052948,2016-04-28
4388161847,2016-04-28 09:26:00,1.434730052948,2016-04-28
4388161847,2016-04-28 09:27:00,1.434730052948,2016-04-28
4388161847,2016-04-28 09:28:00,3.39118003845215,2016-04-28
4388161847,2016-04-28 09:29:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 09:30:00,1.434730052948,2016-04-28
4388161847,2016-04-28 09:31:00,1.434730052948,2016-04-28
4388161847,2016-04-28 09:32:00,1.434730052948,2016-04-28
4388161847,2016-04-28 09:33:00,1.434730052948,2016-04-28
4388161847,2016-04-28 09:34:00,1.434730052948,2016-04-28
4388161847,2016-04-28 09:35:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 09:36:00,1.434730052948,2016-04-28
4388161847,2016-04-28 09:37:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 09:38:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 09:39:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 09:40:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 09:41:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 09:42:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 09:43:00,1.434730052948,2016-04-28
4388161847,2016-04-28 09:44:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 09:45:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 09:46:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 09:47:00,1.434730052948,2016-04-28
4388161847,2016-04-28 09:48:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 09:49:00,1.434730052948,2016-04-28
4388161847,2016-04-28 09:50:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 09:51:00,3.13032007217407,2016-04-28
4388161847,2016-04-28 09:52:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 09:53:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 09:54:00,1.434730052948,2016-04-28
4388161847,2016-04-28 09:55:00,1.434730052948,2016-04-28
4388161847,2016-04-28 09:56:00,1.434730052948,2016-04-28
4388161847,2016-04-28 09:57:00,3.13032007217407,2016-04-28
4388161847,2016-04-28 09:58:00,1.434730052948,2016-04-28
4388161847,2016-04-28 09:59:00,1.434730052948,2016-04-28
4388161847,2016-04-28 10:00:00,3.13032007217407,2016-04-28
4388161847,2016-04-28 10:01:00,1.434730052948,2016-04-28
4388161847,2016-04-28 10:02:00,1.434730052948,2016-04-28
4388161847,2016-04-28 10:03:00,5.21719980239868,2016-04-28
4388161847,2016-04-28 10:04:00,4.69547986984253,2016-04-28
4388161847,2016-04-28 10:05:00,5.73892021179199,2016-04-28
4388161847,2016-04-28 10:06:00,5.47805976867676,2016-04-28
4388161847,2016-04-28 10:07:00,1.434730052948,2016-04-28
4388161847,2016-04-28 10:08:00,1.434730052948,2016-04-28
4388161847,2016-04-28 10:09:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 10:10:00,1.434730052948,2016-04-28
4388161847,2016-04-28 10:11:00,1.434730052948,2016-04-28
4388161847,2016-04-28 10:12:00,1.434730052948,2016-04-28
4388161847,2016-04-28 10:13:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 10:14:00,1.434730052948,2016-04-28
4388161847,2016-04-28 10:15:00,1.434730052948,2016-04-28
4388161847,2016-04-28 10:16:00,1.434730052948,2016-04-28
4388161847,2016-04-28 10:17:00,4.43461990356445,2016-04-28
4388161847,2016-04-28 10:18:00,3.9128999710083,2016-04-28
4388161847,2016-04-28 10:19:00,1.434730052948,2016-04-28
4388161847,2016-04-28 10:20:00,1.434730052948,2016-04-28
4388161847,2016-04-28 10:21:00,1.434730052948,2016-04-28
4388161847,2016-04-28 10:22:00,3.39118003845215,2016-04-28
4388161847,2016-04-28 10:23:00,1.434730052948,2016-04-28
4388161847,2016-04-28 10:24:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 10:25:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 10:26:00,1.434730052948,2016-04-28
4388161847,2016-04-28 10:27:00,1.434730052948,2016-04-28
4388161847,2016-04-28 10:28:00,1.434730052948,2016-04-28
4388161847,2016-04-28 10:29:00,3.39118003845215,2016-04-28
4388161847,2016-04-28 10:30:00,1.434730052948,2016-04-28
4388161847,2016-04-28 10:31:00,1.434730052948,2016-04-28
4388161847,2016-04-28 10:32:00,1.434730052948,2016-04-28
4388161847,2016-04-28 10:33:00,1.434730052948,2016-04-28
4388161847,2016-04-28 10:34:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 10:35:00,1.434730052948,2016-04-28
4388161847,2016-04-28 10:36:00,1.434730052948,2016-04-28
4388161847,2016-04-28 10:37:00,1.434730052948,2016-04-28
4388161847,2016-04-28 10:38:00,1.434730052948,2016-04-28
4388161847,2016-04-28 10:39:00,3.13032007217407,2016-04-28
4388161847,2016-04-28 10:40:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 10:41:00,1.434730052948,2016-04-28
4388161847,2016-04-28 10:42:00,3.13032007217407,2016-04-28
4388161847,2016-04-28 10:43:00,1.434730052948,2016-04-28
4388161847,2016-04-28 10:44:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 10:45:00,1.434730052948,2016-04-28
4388161847,2016-04-28 10:46:00,1.434730052948,2016-04-28
4388161847,2016-04-28 10:47:00,1.434730052948,2016-04-28
4388161847,2016-04-28 10:48:00,6.7823600769043,2016-04-28
4388161847,2016-04-28 10:49:00,3.65204000473022,2016-04-28
4388161847,2016-04-28 10:50:00,5.47805976867676,2016-04-28
4388161847,2016-04-28 10:51:00,4.95633983612061,2016-04-28
4388161847,2016-04-28 10:52:00,3.39118003845215,2016-04-28
4388161847,2016-04-28 10:53:00,1.69559001922607,2016-04-28
4388161847,2016-04-28 10:54:00,1.434730052948,2016-04-28
4388161847,2016-04-28 10:55:00,1.434730052948,2016-04-28
4388161847,2016-04-28 10:56:00,1.434730052948,2016-04-28
4388161847,2016-04-28 10:57:00,1.434730052948,2016-04-28
4388161847,2016-04-28 10:58:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 10:59:00,1.434730052948,2016-04-28
4388161847,2016-04-28 11:00:00,1.434730052948,2016-04-28
4388161847,2016-04-28 11:01:00,1.434730052948,2016-04-28
4388161847,2016-04-28 11:02:00,1.434730052948,2016-04-28
4388161847,2016-04-28 11:03:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 11:04:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 11:05:00,1.434730052948,2016-04-28
4388161847,2016-04-28 11:06:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 11:07:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 11:08:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 11:09:00,1.434730052948,2016-04-28
4388161847,2016-04-28 11:10:00,1.434730052948,2016-04-28
4388161847,2016-04-28 11:11:00,3.39118003845215,2016-04-28
4388161847,2016-04-28 11:12:00,1.56516003608704,2016-04-28
4388161847,2016-04-28 11:13:00,1.434730052948,2016-04-28
4388161847,2016-04-28 11:14:00,3.13032007217407,2016-04-28
4388161847,2016-04-28 11:15:00,1.434730052948,2016-04-28
4388161847,2016-04-28 11:16:00,1.434730052948,2016-04-28
4388161847,2016-04-28 11:17:00,1.434730052948,2016-04-28
4388161847,2016-04-28 11:18:00,1.434730052948,2016-04-28
4388161847,2016-04-28 11:19:00,3.39118003845215,2016-04-28
4388161847,2016-04-28 11:20:00,1.30429995059967,2016-04-28
4388161847,2016-04-28 11:21:00,3.13032007217407,2016-04-28
4388161847,2016-04-28 11:22:00,1.434730052948,2016-04-28
